Doc Symbol	publicaion date	Jobs	title	title _ar	subjects	Area	discard	Lang available	Security level	title	session 1	session 2	session 3	agenda 1	agenda 2	agenda 3
E/ESCWA/TRANS/1996/1	09/01/1996	I9600458			T0002311;T0002550;T0005547	UNDOC		AP	3							
E/ESCWA/TRANS/1996/WG.1/11	12/04/1996	I9700049			T0009920;T0010151;T0002310;T0005547;T0007920;T0006159;T0005999;T0002588;T0006124;T0002729	UNDOC		AP	3							
E/ESCWA/TRANS/1996/WG.1/3	10/03/1996	I9600358			T0004918;T0002647;T0000702;T0005476;T0006388;T0005547;T0006125	UNDOC		AP	3							
E/ESCWA/TRANS/1996/WG.1/4	10/03/1996	I9600357			T0002588;T0002310;T0005529;T0002727;T0005533;T0005544;T0005532;T0002574;T0000871	UNDOC		AP	3							
E/ESCWA/TRANS/1996/WG.1/5	10/21/1996	I9600383			T0005533;T0006405;T0002311;T0002310;T0002637;T0002574	UNDOC		AP	3							
E/ESCWA/TRANS/1996/WG.1/6	10/27/1996	I9600389			T0002422;T0002588;T0005547;T0005529;T0002310	UNDOC		AP	3							
E/ESCWA/TRANS/1996/WG.1/7	10/28/1996	I9600394			T0002588;T0004249;T0009920;T0005533;T0005532	UNDOC		AP	3							
E/ESCWA/TRANS/1996/WG.1/8	10/30/1996	I9600397			T0002588;T0002310;T0005547	UNDOC		AP	3							
E/ESCWA/TRANS/1996/WG.1/9	10/27/1996	I9600401			T0009920;T0010151;T0002310;T0005547;T0007920;T0002438	UNDOC		AP	3							
E/ESCWA/TRANS/1997/1	02/28/1997	I9800193	REGIONAL GUIDELINES FOR TRANSPORT AGREEMENTS AND CONVENTIONS		T0002311;T0005547;T0000571;T0002465;T0002469;T0005942;T0002383	UNDOC		EP AP	3	REGIONAL GUIDELINES FOR TRANSPORT AGREEMENTS AND CONVENTIONS						
E/ESCWA/TRANS/1997/3	01/01/1997	I9700757	ASSESSMENT OF INTRAREGIONAL AND INTERREGIONAL TRANSPORT LINKS AND INFRASTRUCTURES		T0002317;T0005342;T0005547;T0002320;T0009671;T0002316;T0001822;T0002319	UNDOC		EP	2	ASSESSMENT OF INTRAREGIONAL AND INTERREGIONAL TRANSPORT LINKS AND INFRASTRUCTURES						
E/ESCWA/TRANS/1997/4	09/14/1997	I0100041	POLICY AND PROJECT PROPOSALS FOR THE DEVELOPMENT OF A MULTIMODAL TRANSPORT SYSTEM IN THE ESCWA REGION		T0002469;T0002438;T0002320;T0005547;T0010393;T0006386;T0005942	UNDOC		EP AP	2	POLICY AND PROJECT PROPOSALS FOR THE DEVELOPMENT OF A MULTIMODAL TRANSPORT SYSTEM IN THE ESCWA REGION						
E/ESCWA/TRANS/1997/5	12/07/1997	I9700075			T0010151;T0002310;T0002588;T0000536;T0002055;T0002412;T0004800;T0005529;T0005547;T0009920;T0013248	UNDOC		AP	2							
E/ESCWA/TRANS/1997/6	12/23/1997	I9800018			T0002469;T0002478;T0006159;T0005999;T0005547;T0002313;T0005915	UNDOC		AP	3							
E/ESCWA/TRANS/1997/7	12/23/1997	I9800131	REPORT OF THE EXPERT GROUP MEETING ON INTRA-INTERREGIONAL TRANSPORT AND INFRASTRUCTURES BEIRUT,18-21 NOVEMBER 1997		T0005999;T0007920;T0006159;T0005957;T0002317;T0007913;T0006124	UNDOC		EP	2	REPORT OF THE EXPERT GROUP MEETING ON INTRA-INTERREGIONAL TRANSPORT AND INFRASTRUCTURES BEIRUT,18-21 NOVEMBER 1997						
E/ESCWA/TRANS/1998/2	02/01/1999	I9900089			T0007920;T0009607;T0010311;T0009709;T0002702	UNDOC		AP	2							
E/ESCWA/TRANS/1998/WG.1/10	11/16/1998	I9800400			T0007920;T0005547;T0002339;T0005533;T0009633	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/11	11/16/1998	I9800401			T0002465;T0002438;T0009669;T0006836;T0005934;T0005529;T0000666;T0002478;T0007920;T0005368	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/12	11/16/1998	I9800402			T0007920;T0005547;T0002339;T0009894;T0010311;T0000682;T0009633	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/13	11/16/1998	I9800403			T0002467;T0002465;T0002439;T0002647;T0002412	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/14	11/16/1998	I9800404			T0002467;T0002465;T0002439;T0005669;T0005541;T0005342;T0005534;T0005542;T0005532;T0005545;T0002432;T0003732;T0002668;T0000682	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/15	11/16/1998	I9800405			T0002647;T0002311;T0002316;T0002402;T0002647;T0002412;T0002300;T0004942;T0002438;T0000536;T0002588;T0000766;T0002727;T0007920;T0005547;T0002469;T0000508	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/16	11/16/1998	I9800406			T0002647;T0002649;T0000626;T0002643;T0002630;T0002679;T0002682	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/17	11/16/1998	I9800407			T0002647;T0002311;T0002412;T0002300;T0004942;T0002438;T0000536;T0002588;T0000766;T0002727;T0007920;T0005547;T0002469;T0000508;T0000791;T0002465;T0009920;T0002583;T0000672;T0002406;T0005542	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/18	11/16/1998	I9800408			T0002320;T0007920;T0005547;T0002318;T0000666	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/19	11/17/1998	I9800412			T0002311;T0007920;T0005547;T0002317;T0002339;T0002383;T0006036;T0002406;T0002402;T0005342;T0002465;T0006836	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/2	11/12/1998	I9800379			T0002465;T0002467;T0002432;T0003732;T0000412;T0005946;T0013202;T0006345	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/20	11/17/1998	I9800413			T0005547;T0007920;T0002465;T0009135;T0002467	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/21	11/17/1998	I9800414	MAJOR REGULATORY ISSUES RELATING TO THE DEVELOPMENT OF THE AIR TRANSPORT SYSTEM IN ESCWA REGION		T0007920;T0005547;T0002339;T0000731;T0005942;T0005946;T0010128;T0009633	UNDOC		EP	3	MAJOR REGULATORY ISSUES RELATING TO THE DEVELOPMENT OF THE AIR TRANSPORT SYSTEM IN ESCWA REGION						
E/ESCWA/TRANS/1998/WG.1/22	11/17/1998	I9800415	INTERNATIONAL AND REGIONAL AIR TRANSPORT SYSTEM WITHIN ESCWA REGION		T0007920;T0005547;T0002339;T0006836;T0002346;T0009894;T0005584	UNDOC		EP	3	INTERNATIONAL AND REGIONAL AIR TRANSPORT SYSTEM WITHIN ESCWA REGION						
E/ESCWA/TRANS/1998/WG.1/23	11/17/1998	I9800424			T0007920;T0005547;T0002402;T0005342;T0006836;T0003732;T0009920;T0002583	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/24	11/17/1998	I9800425			T0007920;T0005547;T0002339;T0000747;T0002317;T0005529	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/25	11/17/1998	I9800426			T0007920;T0005547;T0005529;T0002412;T0002382;T0002314	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/26	11/17/1998	I9800427	TRANSPORT SECTOR IN JORDAN		T0002311;T0002407;T0002402;T0002346;T0002478;T0005533	UNDOC		EP	3	TRANSPORT SECTOR IN JORDAN						
E/ESCWA/TRANS/1998/WG.1/3	11/09/1998	I9800372			T0002467;T0002465;T0002647;T0007920;T0006836;T0002478;T0005505	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/5	11/09/1998	I9800374			T0002467;T0002465;T0006836;T0002647;T0002478;T0007920;T0005539;T0002494;T0010311	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/6	11/09/1998	I9800375			T0007920;T0002406;T0002382;T0006836;T0005544;T0010151;T0002588;T0002339;T0009920;T0002402	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/7	11/09/1998	I9800376			T0007920;T0005547;T0005535;T0002402	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/8	11/12/1998	I9800396			T0007920;T0002382;T0002406;T0006836	UNDOC		AP	3							
E/ESCWA/TRANS/1998/WG.1/9	11/13/1998	I9800397	GIS DATA BASE DEVELOPMENT FOR ESCWA INTERNATIONAL TRANSPORT SYSTEM		T0009886;T0007920;T0005547;T0010311;T0006012;T0002320;T0006302;T0007199;T0006757	UNDOC		EP	3	GIS DATA BASE DEVELOPMENT FOR ESCWA INTERNATIONAL TRANSPORT SYSTEM						
E/ESCWA/TRANS/1998/WG.1/L.1	11/16/1998	I9800399			T0002311;T0005547;T0005999	UNDOC		AP	3							
E/ESCWA/TRANS/1999/1	03/24/1999	I9900303			T0002467;T0002465;T0002439;T0005669;T0005541;T0005534;T0005542;T0005532;T0005545;T0002432;T0003732;T0006159;T0002668;T0002438	UNDOC		AP	2							
E/ESCWA/TRANS/1999/10	12/10/1999	I0000005	TAQRIR : IJTIMA' AL-KHUBARA` HAWLA MUWA`MAT MA'AIIR WA QAWANIN AL-NAQL LI-TAQWIYAT AL-TA'AWUN AL-IQLIMI, BIMA FI THALIK TATBIQ MA'AIIR AL-UMAM AL-MUTAHIDA LI-TABADUL AL-BAIANAT LI-TASHIL AL-IDARAH WA-AL-TIJARAH WA-AL-NAQL, BEYROUTH 16-18 TISHRIN AL-THANI/NOVAMBAR 1999		T0002311;T0005945;T0002406;T0005529;T0004800	UNDOC		EP AP	3	TAQRIR : IJTIMA' AL-KHUBARA` HAWLA MUWA`MAT MA'AIIR WA QAWANIN AL-NAQL LI-TAQWIYAT AL-TA'AWUN AL-IQLIMI, BIMA FI THALIK TATBIQ MA'AIIR AL-UMAM AL-MUTAHIDA LI-TABADUL AL-BAIANAT LI-TASHIL AL-IDARAH WA-AL-TIJARAH WA-AL-NAQL, BEYROUTH 16-18 TISHRIN AL-THANI/NOVAMBAR 1999	1999					
E/ESCWA/TRANS/1999/2	08/12/1999	I9900760			T0002465;T0002339;T0007920;T0006124;T0005529;T0009823;T0005547	UNDOC		AP	3							
E/ESCWA/TRANS/1999/4	09/08/1999	I9900814			T0005945;T0000569;T0006795;T0002478;T0005547	UNDOC		AP	2							
E/ESCWA/TRANS/1999/5	10/25/1999	I0000038	HARMONIZATION OF ENVIRONMENTAL STANDARDS IN THE TRANSPORT SECTOR IN ESCWA MEMBER COUNTRIES		T0006159;T0001145;T0001189;T0009784;T0002389;T0001206;T0010249;T0002415	UNDOC		EP EW	2	HARMONIZATION OF ENVIRONMENTAL STANDARDS IN THE TRANSPORT SECTOR IN ESCWA MEMBER COUNTRIES						
E/ESCWA/TRANS/1999/5/CORR.1	09/26/2000	I000466	HARMONIZATION OF ENVIRONMENTAL STANDARDS IN THE TRANSPORT SECTOR IN ESCWA MEMBER COUNTRIES : CORRIGENDUM			UNDOC			2	HARMONIZATION OF ENVIRONMENTAL STANDARDS IN THE TRANSPORT SECTOR IN ESCWA MEMBER COUNTRIES : CORRIGENDUM						
E/ESCWA/TRANS/1999/6	09/03/1999	I9900793	TECHNICAL MATERIAL DEVELOPMENT OF A SPATIAL INFORMATION SYSTEM FOR SELECTED SECTORS IN ESCWA MEMBER COUNTRIES		T0006012;T0002478;T0002406;T0002402	UNDOC		EP	3	TECHNICAL MATERIAL DEVELOPMENT OF A SPATIAL INFORMATION SYSTEM FOR SELECTED SECTORS IN ESCWA MEMBER COUNTRIES						
E/ESCWA/TRANS/1999/7	12/09/1999	I9901174			T0005545;T0005544;T0005535;T0005533;T0010394;T0006291;T0004960;T0000473;T0006394;T0005547;T0009902	UNDOC		AP	4							
E/ESCWA/TRANS/1999/8	12/23/1999	I9901215			T0005539;T0002412;T0002465;T0002339;T0002402;T0006159;T0005547;T0013248;T0002317	UNDOC		AP	3							
E/ESCWA/TRANS/1999/9	12/07/1999	I0000066	APPLICATION OF ELECTRONIC DATA INTERCHANGE AND UNITED NATIONS STANDARDS TO FACILITATE ADMINISTRATION, COMMERCE AND TRANSPORT IN THE ESCWA REGION		T0002747;T0010394;T0005547;T0009575	UNDOC		EP AP	2	APPLICATION OF ELECTRONIC DATA INTERCHANGE AND UNITED NATIONS STANDARDS TO FACILITATE ADMINISTRATION, COMMERCE AND TRANSPORT IN THE ESCWA REGION						
E/ESCWA/TRANS/1999/9(A)	12/07/1999	I0000066			T0006291;T0002092;T0010394;T0005945;T0006386;T0006159;T0005545;T0005533;T0005544;T0005535;T0005542;T0005547	UNDOC		AP	2							
E/ESCWA/TRANS/1999/IG.1/10	02/07/1999	I9900102			T0007920;T0010107;T0002412;T0002406;T0001868	UNDOC		AP	2		1			5		
E/ESCWA/TRANS/1999/IG.1/3/REV.1	02/07/1999	I9900105			T0007920;T0005997;T0002311	UNDOC		AP	3		1			2		
E/ESCWA/TRANS/1999/IG.1/4/REV.1	02/08/1999	I9900107			T0007910;T0002311	UNDOC		AP	3		1			6		
E/ESCWA/TRANS/1999/IG.1/5/REV.1	02/08/1999	I9900108			T0007920;T0006000;T0002311	UNDOC		AP	3		1			7		
E/ESCWA/TRANS/1999/IG.1/7/REV.1	02/08/1999	I9900109			T0006000;T0002311;T0005923	UNDOC		AP	2		1			8		
E/ESCWA/TRANS/1999/IG.1/8	01/06/1999	I9900014			T0007920;T0007910;T0002311	UNDOC		AP	2		1			10		
E/ESCWA/TRANS/1999/IG.1/9	01/07/1999	I9900017			T0007920;T0005932;T0002311	UNDOC		AP	2		1			9		
E/ESCWA/TRANS/1999/IG.1/L.1L/REV.1	02/07/1999	I9900009			T0002311;T0007920;T0005915;T0005547	UNDOC		AP	3		1					
E/ESCWA/TRANS/1999/IG.1/L.2/REV.1	02/07/1999	I9900002	PROPOSED ORGANIZATION OF WORK		T0007920;T0005997;T0002311	UNDOC		AP	3	PROPOSED ORGANIZATION OF WORK	1			4		
E/ESCWA/TRANS/1999/WG.1/10	06/08/1999	I9900613	MARITIME TRANSPORT SERVICES : BACKGROUND NOTE / BY THE WTO SECRETARIAT		T0002465;T0005547;T0002450	UNDOC		EP	3	MARITIME TRANSPORT SERVICES : BACKGROUND NOTE / BY THE WTO SECRETARIAT	1999					
E/ESCWA/TRANS/1999/WG.1/11	06/08/1999	I9900614			T0002339;T0005529;T0009823;T0002664	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.1/12	06/08/1999	I9900615	MARITIME TRANSPORT DEVELOPMENTS / PREPARED BY PETER FAUST		T0006033;T0006824;T0002465;T0009823	UNDOC		EP	3	MARITIME TRANSPORT DEVELOPMENTS / PREPARED BY PETER FAUST	1999					
E/ESCWA/TRANS/1999/WG.1/13	06/08/1999	I9900616	MARITIME TRANSPORT SERVICES IN THE CONTEXT OF GATS / PREPARED BY PETER FAUST		T0002664;T0002465;T0009823	UNDOC		EP	3	MARITIME TRANSPORT SERVICES IN THE CONTEXT OF GATS / PREPARED BY PETER FAUST	1999					
E/ESCWA/TRANS/1999/WG.1/14	06/08/1999	I9900617			T0002339;T0009823;T0002664	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.1/15	06/08/1999	I9900618	WTO AND MARITIME TRANSPORT / PREPARED BY PIERRE LATRILLE		T0002465;T0009823;T0006824;T0002664	UNDOC		EP	3	WTO AND MARITIME TRANSPORT / PREPARED BY PIERRE LATRILLE	1999					
E/ESCWA/TRANS/1999/WG.1/16	06/08/1999	I9900619	THE WTO GENERAL AGREEMENT ON TRADE IN SERVICES / PREPARED BY PIERRE LATRILLE		T0009823;T0002664	UNDOC		EP	3	THE WTO GENERAL AGREEMENT ON TRADE IN SERVICES / PREPARED BY PIERRE LATRILLE	1999					
E/ESCWA/TRANS/1999/WG.1/17	06/22/1999	I9900677			T0002311;T0002316;T0000747;T0005547;T0002747	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.1/18	06/09/1999	I9900627	THE EFFECT OF THE WTO AGREEMENT ON AIR TRANSPORT IN LEBANON / PREPARED BY FADI SAAB		T0002342;T0009823;T0005535;T0002664	UNDOC		EP	3	THE EFFECT OF THE WTO AGREEMENT ON AIR TRANSPORT IN LEBANON / PREPARED BY FADI SAAB	1999					
E/ESCWA/TRANS/1999/WG.1/19	06/09/1999	I9900634	GATS AND AIR TRANSPORT : RELEVANCE, APPLICATION AND THE ROLE OF ICAO		T0002342	UNDOC		EP	3	GATS AND AIR TRANSPORT : RELEVANCE, APPLICATION AND THE ROLE OF ICAO	1999					
E/ESCWA/TRANS/1999/WG.1/2	06/03/1999	I9900565			T0002664;T0002668;T0002339;T0002465;T0007920;T0005529;T0009823;T0005547	UNDOC		AP	3							
E/ESCWA/TRANS/1999/WG.1/20	06/10/1999	I9900636			T0002358;T0002339;T0005584;T0002647	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.1/21	06/10/1999	I9900638	PRELIMINARY THOUGHTS ON THE LIBERALISATION OF AIR TRANSPORT AND THE GATS		T0002339;T0002668;T0002342;T0002664	UNDOC		EP	3	PRELIMINARY THOUGHTS ON THE LIBERALISATION OF AIR TRANSPORT AND THE GATS	1999					
E/ESCWA/TRANS/1999/WG.1/22	06/10/1999	I9900639	AIR TRANSPORT SERVICES : THE POSITIVE AGENDA FOR DEVELOPING COUNTRIES		T0002339;T0009823;T0002342;T0000702	UNDOC		EP	3	AIR TRANSPORT SERVICES : THE POSITIVE AGENDA FOR DEVELOPING COUNTRIES	1999					
E/ESCWA/TRANS/1999/WG.1/3	06/03/1999	I9900566			T0002465;T0005547;T0002450	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.1/4	06/04/1999	I9900575	THE REVIEW OF THE GATS AIR TRANSPORT ANNEX : AN ICAO PERSPECTIVE / PREPARED BY JOHN GUNTHER		T0002342;T0002339;T0002664	UNDOC		EP	3	THE REVIEW OF THE GATS AIR TRANSPORT ANNEX : AN ICAO PERSPECTIVE / PREPARED BY JOHN GUNTHER	1999					
E/ESCWA/TRANS/1999/WG.1/5	06/08/1999	I9900608	GATS IN MARITIME TRANSPORT IDENTIFICATION OF MAJOR ISSUES OF DISCUSSIONS / PREPARED BY PIERRE LATRILLE		T0002342;T0002465;T0002664	UNDOC		EP	3	GATS IN MARITIME TRANSPORT IDENTIFICATION OF MAJOR ISSUES OF DISCUSSIONS / PREPARED BY PIERRE LATRILLE	1999					
E/ESCWA/TRANS/1999/WG.1/6	06/08/1999	I9900609			T0002668;T0002339;T0002465;T0007920;T0005529;T0000667;T0002439;T0009823;T0005547	UNDOC		AP	3							
E/ESCWA/TRANS/1999/WG.1/6/ADD.1	06/10/1999	I9900637			T0002465;T0005342;T0002668;T0007920;T0005547;T0009823;T0005529;T0002339;T0006159	UNDOC		AP	3							
E/ESCWA/TRANS/1999/WG.1/7	06/08/1999	I9900610			T0002465;T0005529;T0002432	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.1/8	06/08/1999	I9900611	THE GENERAL AGREEMENT ON TRADE IN SERVICES AND RELATED INSTRUMENTS / WTO SECRETARIAT		T0009823;T0013208;T0006024	UNDOC		EP	3	THE GENERAL AGREEMENT ON TRADE IN SERVICES AND RELATED INSTRUMENTS / WTO SECRETARIAT	1999					
E/ESCWA/TRANS/1999/WG.1/9	06/08/1999	I9900612	AIR TRANSPORT SERVICES : BACKGROUND NOTE / BY THE WTO SECRETARIAT		T0002339;T0009823;T0002342;T0002664	UNDOC		EP	3	AIR TRANSPORT SERVICES : BACKGROUND NOTE / BY THE WTO SECRETARIAT	1999					
E/ESCWA/TRANS/1999/WG.2/10	11/12/1999	I9901098	PRELIMINARY THOUGHTS ON ITSAM INFORMATION SYSTEM (ITSAM-IS) : A DISCUSSION PAPER / BY A.M. FARAHAT		T0002320;T0004800;T0005547;T0000747	UNDOC		EP	3	PRELIMINARY THOUGHTS ON ITSAM INFORMATION SYSTEM (ITSAM-IS) : A DISCUSSION PAPER / BY A.M. FARAHAT	1999					
E/ESCWA/TRANS/1999/WG.2/11	11/15/1999	I9901104	UN/CEFACT AND ELECTRONIC COMMERCE		T0002747;T0006291;T0000916	UNDOC		EP	3	UN/CEFACT AND ELECTRONIC COMMERCE	1999					
E/ESCWA/TRANS/1999/WG.2/12	11/15/1999	I9901105	AL-ITAR AL-MANHAJI LI TATWIR NITHAM NAQL MUTAKAMIL FI AL-MASHRIQ AL-'ARABI / I'DAD NABIL SUFUT		T0002311;T0002316;T0005547;T0006000	UNDOC		AP	3	AL-ITAR AL-MANHAJI LI TATWIR NITHAM NAQL MUTAKAMIL FI AL-MASHRIQ AL-'ARABI / I'DAD NABIL SUFUT	1999					
E/ESCWA/TRANS/1999/WG.2/13	11/15/1999	I9901106			T0002729;T0002588;T0002311;T0005529	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/14	11/15/1999	I9901107			T0002311;T0005547;T0002478;T0002438;T0005529;T0002729	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/15	11/15/1999	I9901109			T0002406;T0002317;T0005536	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/16	11/15/1999	I9901110			T0002317;T0002319;T0005539	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/17	11/16/1999	I9901117			T0002311;T0009920;T0005533;T0005532;T0005342;T0005542;T0002478;T0002630;T0002643	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/18	11/16/1999	I9901122			T0002316;T0005547	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/3	11/04/1999	I9901025	DUBAI PORT AUTHORITY ELECTRONIC MESSAGING / BY LUBNA AL QASIMI		T0006795;P0000226;T0005545;T0002747;T0006291;T0005588;T0000916	UNDOC		EP	3	DUBAI PORT AUTHORITY ELECTRONIC MESSAGING / BY LUBNA AL QASIMI	1999					
E/ESCWA/TRANS/1999/WG.2/4	11/05/1999	I9901076			T0006291	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/5	11/05/1999	I9901075			T0009920;T0002383;T0002465;T0002588;T0005544;T0002438;T0002630;T0002643	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/6	11/08/1999	I9901080			T0010394;T0006291;T0009920;T0002311;T0005547	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/7	11/10/1999	I9901082			T0010394;T0010660;T0006291	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/8	11/11/1999	I9901088			T0010394;T0005529	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/9	11/11/1999	I9901089	INFORMATION PAPER ON TRADE FACILITATION / PREPARED BY H.A. HANSELL		T0002747;T0006291;T0010394;T0000916	UNDOC		EP	3	INFORMATION PAPER ON TRADE FACILITATION / PREPARED BY H.A. HANSELL	1999					
E/ESCWA/TRANS/1999/WG.2/CP.1	11/12/1999	I9901092			T0002727;T0002716;T0002588;T0005535;T0002478;P0000092	UNDOC		AP	3		1999					
E/ESCWA/TRANS/1999/WG.2/CP.2	11/12/1999	I9901093			T0002632;T0010394;T0005535	UNDOC		AP	3		1999					
E/ESCWA/TRANS/2000/2	12/11/2000	I0100130	METHODOLOGICAL FRAMEWORK OF THE INTEGRATED TRANSPORT SYSTEM IN THE ARAB MASHREQ : VOLUME I GENERAL OUTLINE AND MAIN FEATURES		T0002320;T0004800;T0005547;T0009709;T0002647;T0009920;T0000672;T0006000;T0007909;T0005937;T0003725;T0005547	UNDOC		EP AP	2	METHODOLOGICAL FRAMEWORK OF THE INTEGRATED TRANSPORT SYSTEM IN THE ARAB MASHREQ : VOLUME I GENERAL OUTLINE AND MAIN FEATURES						
E/ESCWA/TRANS/2000/2/ADD.1	01/01/2001	I0100175	POLICY-SENSITIVE MODEL FOR PREDICTING INTERNATIONAL FREIGHT FLOWS (TRADE)		T0002320;T0004800;T0005547;T0000892	UNDOC		EP	2	POLICY-SENSITIVE MODEL FOR PREDICTING INTERNATIONAL FREIGHT FLOWS (TRADE)						
E/ESCWA/TRANS/2000/3	09/22/2000	I0000441			T0002406;T0002408;T0002055;T0002380;T0000791;T0007920;T0005547;T0002407	UNDOC		AP	4							
E/ESCWA/TRANS/2000/4	03/02/2001	I0100125			T0002727;T0006159	UNDOC		AP	2							
E/ESCWA/TRANS/2000/4/ADD.1	03/02/2001	I0100126			T0002311;T0002643;T0002630;T0005535;T0000677;T0000536;T0002431;T0002735	UNDOC		AP	2							
E/ESCWA/TRANS/2000/4/ADD.2	03/02/2001	I0100127			T0002311;T0002643;T0002630;T0005533;T0000677	UNDOC		AP	2							
E/ESCWA/TRANS/2000/4/ADD.3	03/21/2001	I0100128			T0002576;T0005544;T0006845;T0002643;T0002735;T0002588	UNDOC		AP	2							
E/ESCWA/TRANS/2000/4/ADD.4	03/02/2001	I0100129			T0002576;T0002478;T0005545;T0006845;T0002643;T0002588;T0002735	UNDOC		AP	2							
E/ESCWA/TRANS/2000/4/ADD.5	03/02/2001	I0100024			T0002576;T0005544;T0006845;T0002643;T0002735	UNDOC		AP	2							
E/ESCWA/TRANS/2000/5	09/22/2000	I0100078			T0000660;T0006159;T0002494;T0009823;T0002339;T0002465	UNDOC		AP	2							
E/ESCWA/TRANS/2000/6	12/11/2000	I0100206	REPORT OF EXPERT GROUP MEETING ON THE COORDINATION OF TRANSPORT POLICIES IN ORDER TO FACILITATE CROOS-BORDER FLOWS IN CONFORMITY  WITH THE TRENDS OF GLOBALIZATION/BEIRUT, 26-28 SEPTEMBER 2000		T0004781;T0007920;T0005957;T0010311;T0006159	UNDOC		AP	2	REPORT OF EXPERT GROUP MEETING ON THE COORDINATION OF TRANSPORT POLICIES IN ORDER TO FACILITATE CROOS-BORDER FLOWS IN CONFORMITY  WITH THE TRENDS OF GLOBALIZATION/BEIRUT, 26-28 SEPTEMBER 2000						
E/ESCWA/TRANS/2000/6	12/11/2000	I0100206	REPORT EXPERT GROUP MEETING ON COORDINATION OF TRANSPORT POLICIES IN ORDER TO FACILITATE TRANSBOUNDARY FLOWS IN THE CONTEXT OF THE TREND TOWARDS GLOBALIZATION, BEIRUT, 26-28 SEPTEMBER 2000		T0002583;T0009342;T0000722;T0005547;T0005536;T0010171;T0010311;T0007920	UNDOC		EP AP	3	REPORT EXPERT GROUP MEETING ON COORDINATION OF TRANSPORT POLICIES IN ORDER TO FACILITATE TRANSBOUNDARY FLOWS IN THE CONTEXT OF THE TREND TOWARDS GLOBALIZATION, BEIRUT, 26-28 SEPTEMBER 2000						
E/ESCWA/TRANS/2000/WG.1/10	09/25/2000	I0000459			T0002727;T0005945;T0005533;T0001832	UNDOC		AP	3		2000					
E/ESCWA/TRANS/2000/WG.1/11	09/22/2000	I0000445			T0002320;T0004800;T0005547	UNDOC		AP	3		2000					
E/ESCWA/TRANS/2000/WG.1/12	09/22/2000	I0000446			T0002412;T0002055;T0005993;T0005538	UNDOC		AP	3		2000					
E/ESCWA/TRANS/2000/WG.1/13	09/22/2000	I0000447			T0002583;T0009920;T0006386;T0006707;T0005529	UNDOC		AP	3		2000					
E/ESCWA/TRANS/2000/WG.1/14	09/27/2000	I0000468			T0009920;T0005945;T0005542;T0010032;T0002735	UNDOC		AP	3		2000					
E/ESCWA/TRANS/2000/WG.1/15	09/27/2000	I0000469			T0002406;T0002368;T0005342	UNDOC		AP	3		2000					
E/ESCWA/TRANS/2000/WG.1/19	09/22/2000	I0000456			T0002469	UNDOC		AP	3		2000					
